file,start,end
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/83ddf6-84068f9/59/4d277c3b-233f-451f-8599-0b5228daba17.wav,0 days,0 days 00:00:13.226687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/83ddf6-84068f9/59/92f7cdd1-6e93-4458-bbce-f97aa89287d2.wav,0 days,0 days 00:00:03.498687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/83ddf6-84068f9/59/f0a1dea5-1b91-47bf-8b97-442857795ae2.wav,0 days,0 days 00:00:05.973312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/168/1a047721-a995-4192-90ad-2aa5c39024b8.wav,0 days,0 days 00:00:08.544937500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/168/994aeba7-824d-4d7e-8bc7-617cca5d1073.wav,0 days,0 days 00:00:09.288000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/168/9fbef75e-3f65-4045-b2bb-5debe22587da.wav,0 days,0 days 00:00:45.325375
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/168/b8b0138e-e0b3-405f-aaa4-afba744b566e.wav,0 days,0 days 00:00:29.350000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/168/f523cbdf-914b-4ba7-b8e4-130feae02160.wav,0 days,0 days 00:00:07.058875
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/185/3a237f4a-fde7-49ee-9f27-ae750e868a53.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/185/56fa5a95-18c1-40cb-9aad-7c709a46ee78.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/185/a843884b-46d3-419e-ac90-fbc7d6c10be5.wav,0 days,0 days 00:00:24.234687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/185/ae9211e0-f9e1-4751-b1cd-7bd291424e79.wav,0 days,0 days 00:00:28.672000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/185/e53716f3-2f2b-4349-9170-b92a6ec864a0.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/202/81c9aa20-769a-43f1-b8a7-64075f25521c.wav,0 days,0 days 00:00:24.576000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/202/ad463917-9a31-4aa8-ac01-29737beb1b9c.wav,0 days,0 days 00:00:02.730687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/202/cb2c6428-2127-4f99-aa26-1c3eaf9a3119.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/202/d2e3881f-b076-40d4-ad8d-1cf40dd4aaeb.wav,0 days,0 days 00:00:27.648000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/202/d8a06dc1-cd8a-43d0-8960-2fc08fe8a52e.wav,0 days,0 days 00:00:05.802687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/229/0fe85979-ea31-4f42-993c-c469bd27c235.wav,0 days,0 days 00:00:21.162687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/229/51edc82f-439f-49fd-a3cf-6e01ed57c067.wav,0 days,0 days 00:00:06.144000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/229/7e618da5-9c74-44e4-9a7a-9213ff5963d7.wav,0 days,0 days 00:00:25.600000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/229/94d72b8d-d3d7-4142-bddb-fcae892f5ec7.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/229/d9b307a6-6cbd-4d5a-be75-fde32cc1b7ef.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/274/128db42a-2859-4117-a9d8-19c38e700e7f.wav,0 days,0 days 00:00:06.485312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/274/18910cd5-ecbb-4174-8524-392c3fe70234.wav,0 days,0 days 00:00:30.378687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/274/36842d4d-3fe5-4365-af27-94ce4ca81d44.wav,0 days,0 days 00:00:23.210687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/274/892820d6-bce8-46ce-8c8c-66f32108e8e6.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/274/f629bd39-9e8d-4916-a377-9ce6e601de41.wav,0 days,0 days 00:00:06.485312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/275/2a5bf137-da99-4884-99f3-cd5a090426cc.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/275/4498a07d-66cc-4ddc-ad75-efdc08eb429c.wav,0 days,0 days 00:00:22.186687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/275/52fec663-b509-42a7-8a57-27ce1ef74108.wav,0 days,0 days 00:00:32.085312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/275/6cbe8513-8c87-4609-80ff-8c9ab5d9e9cf.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/275/d17e11a5-ff5c-498a-b0dd-7be40eb2e7af.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/286/03949c34-8f13-44bb-bf86-c20e9643d0ff.wav,0 days,0 days 00:00:23.552000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/286/476a9a70-a572-4174-9425-0a08c892ce58.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/286/522b5b88-54c0-4495-9124-a8403366d88c.wav,0 days,0 days 00:00:21.504000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/286/966b2cdc-c15d-4e96-b1f3-9239902c16d7.wav,0 days,0 days 00:00:06.144000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/286/bece020a-eaa6-4a67-ba30-b4f3795f4389.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/289/4c47c856-cef4-40a7-9b97-8db8f478c520.wav,0 days,0 days 00:00:02.730687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/289/737b86be-c951-4823-a55d-fadff23a062b.wav,0 days,0 days 00:00:23.210687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/289/8303523b-5cca-45bd-b44f-74adaa2b8f15.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/289/99021b41-baf9-4373-a3da-30d56905621a.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/289/a7e53dcf-7081-4536-8c46-d6b627619cdd.wav,0 days,0 days 00:00:19.456000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/290/0da48e70-cd4d-4c75-8dd3-2d8ab9178527.wav,0 days,0 days 00:00:36.864000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/290/7af85816-b46f-49a8-aedf-429cf248a766.wav,0 days,0 days 00:00:06.144000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/290/962d1e10-34e7-4b37-affd-f37dc7d97ff9.wav,0 days,0 days 00:00:06.144000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/290/c13a73d5-d18b-42ed-8d76-79fa173b8a7d.wav,0 days,0 days 00:00:19.797312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/290/e3bd0210-59d8-46cd-8fb5-af6f82f8a9f1.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/336/0c53747e-6d5a-4f87-9929-76a9c1731aa1.wav,0 days,0 days 00:00:23.893312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/336/2695fa39-d8a4-4d2e-8a85-0bcdebc641ad.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/336/9ac58c46-a8a2-4de7-84ec-a0c619afea31.wav,0 days,0 days 00:00:28.672000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/336/e3406142-3375-488e-ac46-b4b6c3cb2466.wav,0 days,0 days 00:00:05.120000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/342/6af96df7-711d-4c9f-9a50-3538ecf3afcc.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/342/6df2091d-e123-4245-a7d9-dcf972bf872d.wav,0 days,0 days 00:00:27.989312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/342/aef715e1-2a7a-4742-a4e7-6e48134d7959.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/342/db56d745-d934-49f9-a82d-fdb4fc8f54fe.wav,0 days,0 days 00:00:22.186687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/342/e65f05af-cff0-44d4-b10e-b0e9c05e322d.wav,0 days,0 days 00:00:03.754687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/354/27d7c174-8b5d-4e8f-91d8-3eb0f02ade03.wav,0 days,0 days 00:00:04.778687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/354/6d519dd5-f593-4210-a79d-27914f812c82.wav,0 days,0 days 00:00:02.730687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/354/a2f0d985-8631-40bb-aa5c-8cdcb9e5afb8.wav,0 days,0 days 00:00:15.360000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/354/c86c0aa0-d9e0-4eb6-ba45-4c4b1b095858.wav,0 days,0 days 00:00:20.480000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/354/d3e35a93-c72c-47e4-8758-cd6635d6a84a.wav,0 days,0 days 00:00:04.096000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/381/80b97287-65c5-4d9c-b023-1bf04863f9ea.wav,0 days,0 days 00:00:18.090687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/381/96637c74-3495-4aa0-b782-fd61cf681a43.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/381/bdd8914e-2342-4d87-bed9-9fee5ad86a25.wav,0 days,0 days 00:00:03.072000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/381/caa4e3c8-ee4b-412e-90c7-f153dd60b68d.wav,0 days,0 days 00:00:04.096000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/381/e72aea78-419d-4c44-9b19-0612e8ca0269.wav,0 days,0 days 00:00:24.576000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/391/129a140c-926c-40e0-b7db-f3382ee8d0c4.wav,0 days,0 days 00:00:18.773312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/391/1c9460b8-37c1-497f-ab94-cbac5a54ab49.wav,0 days,0 days 00:00:03.413312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/391/2606ff52-8467-4713-a7a4-bc68666a9d42.wav,0 days,0 days 00:00:27.989312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/391/5fe0ac06-0f57-4c67-9fb6-cb344cc36250.wav,0 days,0 days 00:00:04.437312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/391/d0d18a60-fa1a-4d95-9004-4d379215286b.wav,0 days,0 days 00:00:03.072000
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/446/422c7b83-b6a8-4552-ab6e-4fb74ae2d8d4.wav,0 days,0 days 00:00:18.090687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/446/69a87a55-7262-402c-a783-70c208ba4fc2.wav,0 days,0 days 00:00:05.461312500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/446/ab34fe69-954f-486e-bfbc-a14edb0dc729.wav,0 days,0 days 00:00:15.018687500
/scratch/phecker/audeering-cache/cache_root-auglib/c73f462a/-1552144743233267369/0/data/share/aisoundlab-mental_wellbeing_at_sea/data_mwas_processed-final_data/facebook_denoiser-master64-converted_int16_dithering/pilot-mental_wellbeing_at_sea/data/86e4dd-c0dd471/446/eddec601-159c-4c2a-a522-fad86b06d0b6.wav,0 days,0 days 00:00:04.437312500
